ID Planinfra,Ano de entrada,Registro do ID,Data da ação,Status,AUTORIZAÇÃO,Cidade,Estado,PRIORIDADE EMAER,COMAR,ODS,OM,DESCRIÇÃO,Solicitante,Documento de Solicitação,DOCUMENTO do Caderno de Necessidades,Data do Carderno de Necessidades,VALOR ESTIMATIVA (R$),RESPONSAVEL PROJETO,INÍCIO DO PROJETO/TAP,PRAZO DE PROJETO,PROJETO,VALOR PROJETO  (R$),DOCUMENTO ENTREGA do Projeto,Data de entrega do Projeto,DOCUMENTO CANCELAMENTO,DOCUMENTO SUSPENSÃO,RESPONSÁVEL LICITAÇÃO,Origem do Crédito,DATA DA LICITAÇÃO,Valor Obra (R$),Apostilamentos/Reajustes,1o Valor Aditivo (R$),2o Valor Aditivo (R$),3o Valor Aditivo (R$),4o Valor Aditivo (R$),5o Valor Aditivo (R$),Valor Vigente (R$),RESPONSÁVEL FISCALIZAÇÃO,INÍCIO DA OBRA,PRAZO ORIGINAL DA OBRA,1o ADITIVO DE PRAZO (DIAS),2o ADITIVO DE PRAZO (DIAS),3o ADITIVO DE PRAZO (DIAS),4o ADITIVO DE PRAZO (DIAS),5o ADITIVO DE PRAZO (DIAS),Valor Total Medido,PRAZO DA OBRA,EXECUÇÃO,OBS,PUBLICAR,Data que saiu do PlanINFRA,Setor Responsável,Telefone,RESPONSÁVEL ETPE,DOCUMENTO do ETPE,Data do ETPE,GERENTE DO PROJETO,TELEFONE DO GERENTE,DOCUMENTO de envio do TAP para o cliente,DATA de envio do TAP para o cliente,DOCUMENTO de recebimento do TAP assinado pelo cliente,VALOR ESTIMATIVA TAP (R$),LINK DO GPAER,DOCUMENTO de envio do TMP para o cliente,DATA de envio do TMP para o cliente,DOCUMENTO de recebimento do TMP assinado pelo cliente,DATA de recebimento do TMP assinado pelo cliente,ACRÉSCIMO VALOR TMP,ACRÉSCIMO PRAZO TMP,ESTIMATIVA PROJETO VIGENTE,PRAZO PROJETO VIGENTE,DOCUMENTO de assinatura do TEP pelo cliente,DATA de assinatura do TEP pelo cliente,REGISTRO SISOP,USUÁRIO ÚLTIMO AÇÃO,DOCUMENTO AUTORIZAÇÃO PARA LICITAR,DATA AUTORIZAÇÃO PARA LICITAR,DATA ENVIO DA DNR À UG EXEC,DATA ENVIO À CJU,DATA RETORNO DA CJU,DATA PUBLICAÇÃO EDITAL,DATA ENTREGA PROPOSTAS,VALOR ADJUDICADO,CÓDIGO PTA,INÍCIO PTA,TÉRMINO PTA,TIPO LICITACAO,NUMERO LICITACAO
2020-1292,2020,1292,29/04/2022 11:36:02,OCN,Encerrado,CANOAS,RS,,V COMAR,SEFA,BACO,Readequação da Seção de Subsistência do GAP-CO (Rancho ALA 3),GAP-CO,,,,,SERINFRA-CO,,,100,"R$ 7.439.345,00",,,,,GAP-CO,FAB,2/25/2020,"R$ 7.330.545,20",,,,,,,"R$ 7.330.545,20",SERINFRA-CO,2/26/2020,2/25/2021,180,,,,,,9/24/2021,19," Durante todo o prazo de execução (12 meses) e aditivo de prazo (7 meses) a empresa sempre manteve a execução em ritmo muito abaixo do planejado, o que culminou na abertura de PAAI e consequente rescisão contratual.",SIM,,DTEN,(51) 3462-1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1293,2020,1293,27/05/2022 08:32:59,OCN,Encerrado,CANOAS,RS,,V COMAR,COMPREP,BACO,Instalação de cerca operacional no Aeródromo da ALA 3 (SBCO),ALA 3,,Of nº 1044/SPOG-10/2496,4/6/2020,,SERINFRA-CO,,,100,"R$ 2.594.817,89",,9/9/2019,,,GAP-CO,FAB,7/31/2020,"R$ 2.062.313,57",,,,,,,"R$ 2.062.313,57",SERINFRA-CO,7/31/2020,2/26/2021,,,,,,,2/25/2021,,"Rescisão unilateral do contrato nº 003/GAPCO-ALA3/2020 conforma ofício nº 245/DCONT/4766, de 1º de junho de 2021.",SIM,,DTEN,5134621222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1294,2020,1294,09/05/2023 11:55:01,OBC,Encerrado,CANOAS,RS,,V COMAR,COMPREP,ALA 3,"Adequação da infraestrutura para a modernização da sinalização vertical e iluminação de balizamento de pista principal, pistas de taxi e pátio de estacionamento - COMPREP-2020-8-RS-IN",,,,,,SERINFRA-CO,,,100,"R$ 753.743,67",,,,,GAP-CO,FAB,11/30/2020,"R$ 751.245,55",,,,,,,"R$ 751.245,55",SERINFRA-CO,11/30/2020,6/28/2021,61,,,,,,8/28/2021,100,"CRÉDITO DESCENTRALIZADO = R$ 751.245,55
 (PROJETO)
 - Infraestrutura para Operação Coruja SBCO.
 (LICITAÇÃO)
 - EMAER autoriza licitação, conforme Of. n° 202/4SC2/44575 de 22/04/20.
(OBRA)
- TA de prazo (60 dias) em trâmite.
- Reequilíbrio Econômico-Fananceiro aprovado pela CJU no valor de R$ 41.010,46, porém a empresa deve comprovar o efetivo dispêndio do valor aprovado (através da apresentação de notas fiscais) para posterior empenho do crédito.
- PAAI aberto devido ao recorrente atraso da empresa no cumprimento do cronograma.",NÃO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1295,2020,1295,,PRC,Encerrado,CANOAS,RS,,V COMAR,COMPREP,BACO,Restauração do Corpo da Guarda,,,,,"R$ 112.000,00",SERINFRA-CO,,8/4/2020,100,"R$ 178.165,40",,,,,GAP-CO,FAB,,,,,,,,,"178.165,40",SERINFRA-CO,,,,,,,,,,,,SIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1296,2020,1296,09/05/2023 11:57:09,OBC,Encerrado,CANOAS,RS,,V COMAR,COMPREP,ALA 3,Restauração do Reservatório de Água da ALA 3 - 	COMPREP-2020-2-RS-ED,,,,,,SERINFRA-CO,,,100,"R$ 170.625,12",,,,,,FAB,1/11/2021,"R$ 159.734,03",,,,,,,"R$ 159.734,03",SERINFRA-CO,1/11/2021,4/26/2021,60,,,,,,6/25/2021,100,"(OBRA)
- TERP emitido em 27/04/21.
- TERD: 26/10/2021",NÃO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1297,2020,1297,,PRC,Encerrado,CANOAS,RS,,V COMAR,COMPREP,BACO," 
Reforma do anexo ao Hangar 2 ALA 3",,,,,"R$ 27.120,00",SERINFRA-CO,,8/31/2020,100,"R$ 89.833,42",,,,,,FAB,,,,,,,,,"89.833,42",SERINFRA-CO,,,,,,,,,,,,SIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1298,2020,1298,09/05/2023 11:59:57,OBC,Encerrado,CANOAS,RS,,V COMAR,,ALA 3,Recuperação da Jazida de Saibro da ALA 3 - COMPREP-2020-2-RS-IN,,,,,,SERINFRA-CO,,,100,"R$ 97.534,79",,,,,,FAB,2/22/2021,"R$ 97.534,79",,,,,,,"R$ 97.534,79",SERINFRA-CO,2/22/2021,5/23/2021,81,,,,,,8/12/2021,100,TERD: 18/11/2021,NÃO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1299,2020,1299,,PCN,Encerrado,CANOAS,RS,,V COMAR,SEFA,GAP-CO,Reforma da pista de atletismo do GAP-CO,,,,,"R$ 38.000,00",SERINFRA-CO,,,,,,,,,,FAB,,,,,,,,,"38.000,00",,,,,,,,,,,,"16/08/23 - Projeto cancelado / descontinuado, em virtude da priorização e aprovação do PLANINFRA 2023 pelo EMAER.",NÃO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1300,2020,1300,,PCN,Encerrado,CANOAS,RS,,V COMAR,COMGEP,HACO,Adequação ala COVID-19 HACO,,,,,"R$ 23.500,00",SERINFRA-CO,,,,,,,,,,FAB,,,,,,,,,"23.500,00",,,,,,,,,,,,"16/08/23 - Projeto cancelado / descontinuado, em virtude da priorização e aprovação do PLANINFRA 2023 pelo EMAER.",NÃO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1301,2020,1301,21/03/2024 13:25:57,OBC,Encerrado,CANOAS,RS,,V COMAR,COMGEP,HACO,Reestruturação da Recepção da Unidade de Pronto Atendimento (UPA) - COMGEP-2022-1-RS-RC,,,,,"R$ 450.000,00",SERINFRA-CO,,9/11/2020,100,"R$ 603.622,62",Ofício nº 2685/SSFO CO/9382,9/16/2020,,,GAP-CO,FAB,,"R$ 621.977,34","R$ 10.398,35","R$ 33.323,12",,,,,"R$ 621.977,34",SERINFRA-CO,11/7/2022,7/5/2023,60,,,,,,3/1/2024,100,"Orçamento atualizado em 17/08/2021 (Ofício de envio nº 1793/SSFO-CO/7425) - valor R$ 511.275,88.
Orçamento novamente atualizado em 26/07/2022 (Ofício de envio nº 855/SSFO-CO/6938) - valor R$ 603.622,62.
""Obra iniciada em 07/11/2022. Contrato e OS assinados em 03/11/2022
- Elaborado o RT 09/DTINFRACO/2023 - necessidade de supressão de R$ 80.613,84 (Oitenta
mil e seiscentos e treze reais e oitenta e quatro centavos) e adição de R$ 113.936,96 (Cento e treze
mil novecentos e trinta e seis e noventa e seis centavos), sendo necessário majorar o contrato em     R$33.323,12 (trinta e três mil trezentos e vinte e três reais e doze centavos). Adição de 60 dias.""",NÃO,,DTEN-CO,(51) 3462-1229,,,,,,,,,,,,,,,,,,11/09/2020,Ofício nº 2685/SSFO CO/9382,16/09/2020,COMGEP-2022-1-RS-RC,,,,,,,,,,,,,,
2020-1302,2020,1302,,PCN,Encerrado,SANTA MARIA,RS,,V COMAR,COMPREP,BASM,Adequação da Sala Técnica / Armazém do GCC,,,,,"R$ 80.000,00",SERINFRA-CO,,,,,,,,,,FAB,,,,,,,,,"80.000,00",,,,,,,,,,,,"16/08/23 - Projeto cancelado / descontinuado, em virtude da priorização e aprovação do PLANINFRA 2023 pelo EMAER.",NÃO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1303,2020,1303,13/03/2025 09:41:47,OBI,PlanINFRA,CANOAS,RS,,V COMAR,COMPREP,BACO,Implantação do Sistema de Iluminação de Pátios do Aeródromo SBCO - COMPREP-2024-0-RS-CO,ALA 3,,,,,SERINFRA-CO,,,100,"R$ 7.614.838,77",106/SERINFRA-CO/382 REVISAO,7/30/2018,,,,FAB,,"R$ 6.487.996,47",,,,,,,"R$ 6.487.996,47",SERINFRA-CO,10/15/2024,10/10/2025,,,,,,,10/10/2025,5,">17/07/2024 - Projeto e orçamento revisado pelo SERINFRA-CO, conforme ofício 106/SERINFRA-CO/382.
===========================
> 26/09/2024 - Status alterado de PRC para LIA, uma vez que foi publicado o Edital da Concorrência Eletrônica n° 90.004/2024 (https://www.in.gov.br/en/web/dou/-/aviso-de-licitacao-575474277). Entrega das propostas a partir de 01/08/2024 e abertura delas em 15/08/2024. Link do comprasnet: https://www.gov.br/compras/edital/120629-3-90004-2024. Homologado. Empresa adjudicada: CISAL CONSTRUCOES LTDA, com a proposta no valor de R$ 6.488.000,00.
===========================
> 08/10/2024 - OES assinada autorizando início da obra a contar de 15/10/2024.
===========================
> 13/03/2025 - Atualização da descrição da demanda de  ""Iluminação do Pátio de Aeronaves da ALA 3"" para ""Implantação do Sistema de Iluminação de Pátios do Aeródromo SBCO, conforme descrição do objeto no contrato de despesa.",SIM,,DTEN,(51) 3462-1222,,,,,,,,,,,,,,,,,,,Subprocesso SILOMS n° 1105,19/07/2024,COMPREP-2024-0-RS-CO,ece.dirinfra,,,,,,,,,,,,,
2020-1304,2020,1304,29/04/2022 08:41:06,PRC,Encerrado,SANTA MARIA,RS,,V COMAR,COMPREP,BASM,Restauração do pavimento da pista Norte/Sul ALA 4,ALA 4,,,,"R$ 6.000.000,00",SERINFRA-CO,,7/3/2020,100,"R$ 6.231.307,61",,8/6/2020,,INEXISTENTE - BRIG SALGADO,,TED - SAC,,,,,,,,,"R$ 6.231.307,61",,,,,,,,,,,,1º versão do projeto enviado para a SAC,SIM,,DTEN,(51) 3462-1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1305,2020,1305,29/04/2022 08:41:26,PRC,Encerrado,SANTA MARIA,RS,,V COMAR,COMPREP,BASM,Cerca operacional da ALA 4,ALA 4,,,,"R$ 8.700.000,00",SERINFRA-CO,8/7/2020,,100,"R$ 7.104.905,28",208280,1/13/2021,,INEXISTENTE - BRIG SALGADO,-,TED - SAC,,,,,,,,,"R$ 7.104.905,28",,,,,,,,,,,,1º versão do projeto enviado para a SAC.,SIM,,DTEN,(51) 3462-1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1306,2020,1306,24/10/2022 13:29:07,PRC,Encerrado,SANTA MARIA,RS,,V COMAR,COMPREP,BASM,Restauração dos pavimentos de concreto e resselagem de juntas do Aeródromo da ALA 4,ALA 4,,,,"R$ 3.500.000,00",SERINFRA-CO,,9/11/2020,100,"R$ 2.591.494,33",199243,9/11/2020,,,,TED - SAC,,,,,,,,,"R$ 2.591.494,33",,,,,,,,,,,,"Projeto concluído. A revisão do mesmo, conforme caderno de necessidades enviado em 2022, está registrado no Planinfra 2022-1898.",SIM,,DTEN,(51) 3462-1229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1307,2020,1307,19/10/2022 17:19:19,PRC,Encerrado,CANOAS,RS,,V COMAR,COMGAP,DTINFRA-CO,Muro RS.002-001 (Rua Santos Dumont) do DTINFRA-CO,,,,,"R$ 91.352,92",SERINFRA-CO,,,100,"R$ 91.352,92",,,,,,FAB,,,,,,,,,"R$ 91.352,92",SERINFRA-CO,,,,,,,,,,,,SIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1308,2020,1308,19/10/2022 17:18:09,PRC,Encerrado,CANOAS,RS,,V COMAR,COMGAP,DTINFRA-CO,Cerca RS.017-000 (Polícia Civil) do DTINFRA-CO,,,,,"R$ 12.454,49",SERINFRA-CO,,,100,"R$ 12.454,49",,,,,,FAB,,,,,,,,,"R$ 12.454,49",SERINFRA-CO,,,,,,,,,,,,SIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1309,2020,1309,,PCN,Encerrado,CANOAS,RS,,V COMAR,COMGEP,HACO,Elaboração de PPCI do HACO,,,,,"R$ 750.000,00",SERINFRA-CO,,,18,,,,,,,FAB,,,,,,,,,"750.000,00",SERINFRA-CO,,,,,,,,,,,"16/08/23 - Projeto cancelado / descontinuado, em virtude da priorização e aprovação do PLANINFRA 2023 pelo EMAER.",NÃO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1310,2020,1310,20/05/2022 09:45:34,PRC,Encerrado,CANOAS,RS,,V COMAR,COMGEP,SEREP-CO,Reforma Elétrica e Lógica do SEREP-CO,SEREP-CO,,,,"R$ 277.300,00",SERINFRA-CO,,,100,"R$ 630.925,93",,5/14/2021,,,,,,,,,,,,,"R$ 630.925,93",SERINFRA-CO,,,,,,,,,,,,SIM,,DTEN,(51) 3462-1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1311,2020,1311,06/02/2023 09:49:42,PCN,Encerrado,BRASÍLIA,DF,,VI COMAR,COMGEP,DIRENS,Readequações DIRENS,,,,,,SERINFRA-BR,,12/31/2022,5,,,,,,,FAB,,,,,,,,,,,,,,,,,,,,,"Projeto cancelado / descontinuado, em virtude da priorização e aprovação do PLANINFRA 2023 pelo EMAER",NÃO,,DTEN-BR,(61) 3364-8226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1312,2020,1312,,PRC,Encerrado,BRASÍLIA,DF,,VI COMAR,COMPREP,BABR,Implantação de geração de energia elétrica de emergênciana autoridade de registro na ALA 1,,,,,,SERINFRA-BR,,9/24/2020,100,"R$ 427.041,34",202178,,,,,FAB,,,,,,,,,"427.041,34",SERINFRA-BR,,,,,,,,,,,,SIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1313,2020,1313,13/01/2023 08:43:39,PCN,Encerrado,BRASÍLIA,DF,,VI COMAR,COMPREP,BABR,Estrututa metálica do segundo pavimento das Oficinas de Manutenção do 3° Esquadrão - GTE,GTE,170/EMGAP/7869,,,,SERINFRA-BR,,,,,,,,,,FAB,,,,,,,,,,,,,,,,,,,,,"Projeto cancelado / descontinuado, em virtude da priorização e aprovação do PLANINFRA 2023 pelo EMAER",NÃO,,DTEN-BR,(61) 3364-8226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1314,2020,1314,13/01/2023 09:04:38,PCN,Encerrado,BRASÍLIA,DF,,VI COMAR,SEFA,GAP-BR,Estabilização da rede elétrica do GAP-BR,GAP-BR,2/STI/8163,,,,SERINFRA-BR,,,,,,,,,,FAB,,,,,,,,,,,,,,,,,,,,,"Projeto cancelado / descontinuado, em virtude da priorização e aprovação do PLANINFRA 2023 pelo EMAER",NÃO,,DTEN-BR,(61) 3364-8226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1315,2020,1315,13/01/2023 09:05:15,PCN,Encerrado,NOVO PROGRESSO,PA,,I COMAR,COMPREP,CPBV,Projeto - Operação Coruja SBCC,,,,,,DIRINFRA,,12/31/2022,0,,,,,,,FAB,,,,,,,,,,,,,,,,,,,,,"Projeto cancelado / descontinuado, pois foi substituido por demanda semelhante priorizada e aprovada no PLANINFRA 2023 pelo EMAER (ID 2023-2011).",NÃO,,DTEN-BR,(61) 3364-8226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1316,2020,1316,06/01/2023 10:38:29,PCN,Encerrado,BRASÍLIA,DF,,VI COMAR,,III FAE,Sala histórica da III FAE,,,,,,SERINFRA-BR,,,,,,,,27/SAP/851,,FAB,,,,,,,,,,,,,,,,,,,,,1) Demanda cancelada como pode ser observada no ofício n°27/SAP/851,NÃO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1317,2020,1317,13/01/2023 09:31:01,PRC,Encerrado,BRASÍLIA,DF,,VI COMAR,SEFA,PABR,Reforma de PNR Oficial General,,,,,,SERINFRA-BR,,,100,,,,,,,FAB,,,,,,,,,,,,,,,,,,,,,1) Assessoramento técnico realizado à PABR durante reforma de PNR de Oficial General. ,SIM,,DTEN-BR,(61) 3364-8226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1318,2020,1318,13/01/2023 09:31:35,PRC,Encerrado,BRASÍLIA,DF,,VI COMAR,COMAER,COMAER,Pavimento térreo do Bloco M da Esplanada dos Ministérios - COMAER,,,,,,SERINFRA-BR,,,100,,,,,,,FAB,,,,,,,,,,,,,,,,,,,,,"1) Assessoramento realizado para elaboração de anteprojeto arquitetônico para reforma do pavimento térreo do Bloco M da Esplanada dos Ministérios - COMAER. 
2) O Assessoramento foi realizado por Ten QOCon Aqt cedida temporariamente à SEFA. 
3) Demanda com diversos players envolvidos. Finalizada a parta do DTINFRA-BR e entregue à SEFA por meio da 1T Caroline.
4) Solicitação de assessoramento realizada por meio de contato direto com a Chefia do DTINFRA-BR e, a demanda em comento não consistiu em elaboração de projeto de engenharia ou elaboração de planilha orçamentária.
5) Cadastro inicialmente realizado no PlanINFRA com vista ao cômputo das demandas em andamento à época do mapeamento realizado pela DIRINFRA. 
6) Cabe ressaltar que este Destacamento tem ciência que novas demandas só são cadastradas no PlanINFRA Web após despacho com representante da DIRINFRA.",SIM,,DTEN-BR,(61) 3364-8226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1319,2020,1319,13/01/2023 09:32:08,PRC,Encerrado,BRASÍLIA,DF,,VI COMAR,SEFA,,"Projeto ""Repousar"" - SEFA",,,,,,SERINFRA-BR,,,100,,,,,,,FAB,,,,,,,,,,,,,,,,,,,,,"1) Assessoramento realizado para elaboração de anteprojeto arquitetônico para reforma do pavimento térreo do Bloco M da Esplanada dos Ministérios - COMAER. 
2) O Assessoramento foi realizado por Ten QOCon Aqt cedida temporariamente à SEFA. 
3) Demanda com diversos players envolvidos. Finalizada a parta do DTINFRA-BR e entregue à SEFA por meio da 1T Caroline.
4) Solicitação de assessoramento realizada por meio de contato direto com a Chefia do DTINFRA-BR e, a demanda em comento não consistiu em elaboração de projeto de engenharia ou elaboração de planilha orçamentária.
5) Cadastro inicialmente realizado no PlanINFRA com vista ao cômputo das demandas em andamento à época do mapeamento realizado pela DIRINFRA. 
6) Cabe ressaltar que este Destacamento tem ciência que novas demandas só são cadastradas no PlanINFRA Web após despacho com representante da DIRINFRA.",SIM,,DTEN-BR,(61) 3364--8226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1320,2020,1320,13/01/2023 09:05:54,PCN,Encerrado,BRASÍLIA,DF,,VI COMAR,SEFA,,Central de serviços do anexo do Bloco M - Projeto Facilitar - SEFA,,,,,,SERINFRA-BR,,,,,,,,,,FAB,,,,,,,,,,,,,,,,,,,,,"Projeto cancelado / descontinuado, em virtude da priorização e aprovação do PLANINFRA 2023 pelo EMAER",NÃO,,DTEN-BR,(61) 3364-8226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1321,2020,1321,13/01/2023 09:32:33,PRC,Encerrado,BRASÍLIA,DF,,VI COMAR,SEFA,SEFA,Adequações gerais - Pavimentos 2 e 3 SEFA,,,,,,SERINFRA-BR,,,100,,,,,,,FAB,,,,,,,,,,,,,,,,,,,,,"1) Assessoramento realizado para elaboração de anteprojeto arquitetônico para Adequações Gerais - Pavimentos 2 e 3 SEFA.
2) O assessoramento foi realizado por Ten QOCOn Aqt cedida temporariamente à SEFA.
3) Solicitação de assessoramento realizada por meio de contato direto com a Chefia do DTINFRA-BR e, a demanda em comento não consistiu em elaboração de projeto de engenharia ou elaboração de planilha orçamentária.
4) Cadastro inicialmente realizado no PlanINFRA com vista ao cômputo das demandas em andamento à época do mapeamento realizado pela DIRINFRA. 
5) Cabe ressaltar que este Destacamento tem ciência que novas demandas só são cadastradas no PlanINFRA Web após despacho com representante da DIRINFRA.",SIM,,DTEN-BR,(61) 3364-8226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1322,2020,1322,13/01/2023 09:06:38,PCN,Encerrado,BRASÍLIA,DF,,VI COMAR,COMAER,GAP-DF,Atualização do sistema de contraincêndio dos prédios do COMAER,,,,,,SERINFRA-BR,,6/30/2023,,,,,,,,FAB,,,,,,,,,,,,,,,,,,,,,"Projeto cancelado / descontinuado, em virtude da priorização e aprovação do PLANINFRA 2023 pelo EMAER",NÃO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1323,2020,1323,13/01/2023 09:07:08,PCN,Encerrado,BRASÍLIA,DF,,VI COMAR,COMAE,COMAE,PROJETO DE REDUNDÂNCIA ENTRE CASAS DE FORÇA DO CCOA E DA DIVOC,,,,,,SERINFRA-BR,,10/21/2022,0,,,,,,,FAB,,,,,,,,,,,,,,,,,,,,,"Projeto cancelado / descontinuado, em virtude da priorização e aprovação do PLANINFRA 2023 pelo EMAER",NÃO,,DTEN-BR,(61) 3364-8226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1324,2020,1324,10/10/2022 09:56:41,PRC,Encerrado,BRASÍLIA,DF,,VI COMAR,COMAER,COMAER,Reforma da cobertura do COMAER,,,,,,SERINFRA-BR,,,100,,,,,,,FAB,,,,,,,,,,,,,,,,,,,,,1) Projeto contemplado no 2022-166.,SIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1325,2020,1325,13/01/2023 09:33:22,PRC,Encerrado,BRASÍLIA,DF,,VI COMAR,COMPREP,BABR,Rede de Água ALA 1 / CAESB,BABR,,,,,SERINFRA-BR,,,100,,,,,,,FAB,,,,,,,,,,,,,,,,,,,,,"1) Considerando que o assunto foi concluído por meio do envio do Parecer Técnico, considero que esta demanda está finalizada.",SIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1326,2020,1326,17/08/2022 14:54:17,PCN,Encerrado,MANAUS,AM,,VII COMAR,SEFA,GAP-MN,Reforma do PRFV GAP-MN,,,,,"R$ 108.400,00",SERINFRA-MN,,,,,,,,,,FAB,,,,,,,,,"R$ 108.400,00",,,,,,,,,,,,PROJETO CANCELADO.,NÃO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1327,2020,1327,29/04/2022 11:29:14,OBC,Encerrado,MANAUS,AM,,VII COMAR,COMPREP,BAMN,Construção de muro e cerca da áera operacional da ALA 8,ALA 8,MSG Nº 100/4SC2/8957,ELABORADO,5/15/2019,"R$ 242.900,00",SERINFRA-MN,,,100,,,,,,,FAB,,"R$ 1.387.718,83",,,,,,,"R$ 1.387.718,83",,1/30/2020,9/26/2020,,,,,,,9/26/2020,100,,NÃO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1328,2020,1328,10/05/2023 10:07:41,OBC,Encerrado,MANAUS,AM,,VII COMAR,COMGEP,HAMN,Instalação de SPDA no prédio anexo do HAMN - COMGEP-2021-1-AM-SV,HAMN,Ofício nº 4/SDIE/19056,AM016.13-01.CN001,9/4/2019,"R$ 99.500,00",SERINFRA-MN,,,100,"R$ 99.450,14",,5/25/2020,,,GAP-MN,FAB,,"R$ 109.101,40",,,,,,,"R$ 109.101,40",SERINFRA-MN,12/5/2021,6/14/2022,,,,,,,6/14/2022,100,TERD: 19/04/20222,NÃO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1329,2020,1329,16/11/2022 10:41:33,PRC,Encerrado,MANAUS,AM,,VII COMAR,COMPREP,BAMN,Instalação de SPDA na barreira móvel do aeródromo SBMN,,,,,"R$ 5.800,00",SERINFRA-MN,,,,,,,,,,FAB,,,,,,,,,"R$ 5.800,00",,,,,,,,,,,100,PROJETO CANCELADO.,SIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1330,2020,1330,21/12/2022 12:10:42,PRC,Encerrado,PORTO VELHO,RO,,VII COMAR,,BAPV,Revitalização do cercamento do Aeroclube de Rondônia,,,,,"R$ 628.700,00",SERINFRA-MN,,,100,"R$ 628.676,81",,,,,,FAB,,,,,,,,,"R$ 628.676,81",,,,,,,,,,,,,SIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1331,2020,1331,06/02/2023 11:13:59,PCN,Encerrado,RECIFE,PE,,II COMAR,COMGEP,HARF,"Funsa, Guarda e Cantina - HARF",HARF,,,,"R$ 1.054.497,34",SERINFRA-NT,,,95,"R$ 1.054.497,34",,,,,,FAB,,,,,,,,,"R$ 1.054.497,34",,,,,,,,,,,,"Projeto cancelado / descontinuado, em virtude da priorização e aprovação do PLANINFRA 2023 pelo EMAER.
Projeto concluído e entregue pelo DINFRA-RF. O projeto está desatualizado e as soluções propostas  não atendem mais as necessidades do HARF por alteração (Obras) no local. Requer nova formalização de demanda conforme ICA 86-02 (CN)",SIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-1332,2020,1332,25/05/2023 16:02:27,PRC,Encerrado,NATAL,RN,,II COMAR,COMPREP,BANT,Manutenção das edificações do GSD (CFSD),BANT,,,,"R$ 504.000,00",SERINFRA-NT,,6/30/2020,100,"R$ 504.554,76",,,,,BANT,FAB 219D,,,,,,,,,"R$ 504.554,76",SERINFRA-NT,,,,,,,,,,,PR.12.20 - Recuperação de coberta do GSD,SIM,,SSEP DTINFRA-NT,(84) 3644-7101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
